BAUM_CODE,PLOTID,BAUMNR,ZWIESELNR,Code,Northing,Easting,Elevation,BAUMART20,BHD20,hKA20,hBAUM20,KRAFT20,SCHIRM20,VITALITAET,S1_Verletz,S2_WKB20,S3_TRO20,S4_FAEULE2,S5_PILZKON,S6_PILZson,S7_SCHAELU,S8_BORKK20,S9_SONSTIG,S10_ETS20,S11_UL_Ste,S12_RUSS20,BEMERKUNG2,BEMERKUNG3,BEMERKUNG4,ca,cl
P82.B95.0,82,95,0,BAUM,5687838.33594977,315363.985111184,108.831535529966,Ace_pse,10.5,1.39999997615814,6.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,2 = mittel,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,15.2188041288373,2
P82.B96.0,82,96,0,BAUM,5687844.50895565,315365.942860422,108.731760391702,Que_rob,36.2,12.1000003814697,29.7000007629395,3 = mitherrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,32.90615456062436,1
P82.B97.0,82,97,0,BAUM,5687848.82184874,315363.372811357,108.889258999281,Que_rob,63.3,12,31.3999996185303,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,86.58367866162824,1
P82.B98.0,82,98,0,BAUM,5687850.24925086,315360.349414189,108.793172144679,Car_bet,20.6,4,13.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,2 = mittel,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,33.54498783121049,2
P82.B99.0,82,99,0,BAUM,5687846.26845638,315356.685774022,108.809396094176,Ace_pla,13.9,5.30000019073486,11.3999996185303,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,17.56162243907397,2
P82.B100.0,82,100,0,BAUM,5687848.23564263,315356.619041201,108.805778321784,Ulm_spe,12.5,3.79999995231628,10.3999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,11.443159162021578,2
P82.B101.0,82,101,0,BAUM,5687846.32689781,315353.268550764,108.86735671085,Ace_pla,13.7,2.79999995231628,15.6000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,17.41545810154907,2
P82.B102.0,82,102,0,BAUM,5687846.68383223,315352.384187418,108.888991778099,Que_rob,36.6,16.1000003814697,27.3999996185303,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,33.36351633896712,1
P82.B103.0,82,103,0,BAUM,5687854.67656077,315356.119552314,108.957112671818,Car_bet,31.6,8.60000038146973,21,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,54.03413456043437,2
P82.B104.0,82,104,0,BAUM,5687856.36179747,315354.296656027,109.12371701082,Fra_exc,68.8,16.1000003814697,32.9000015258789,2 = herrschend,2 = nein,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,2 = deutlicher Befall,0 = kein Schaden,NA,NA,NA,NA,NA,NA,103.21356512607062,1
P82.B105.0,82,105,0,BAUM,5687858.84489277,315353.067879139,108.752421550693,Car_bet,18.5,2,13.1999998092651,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,30.00972669180686,2
P82.B106.0,82,106,0,BAUM,5687857.76143441,315349.6579514,108.797581792938,Til_pla,7,1.89999997615814,6.19999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.577033340710955,2
P82.B107.0,82,107,0,BAUM,5687852.66866569,315348.343153894,108.918471870649,Car_bet,32.1,7.09999990463257,24.1000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,55.03415357872745,2
P82.B108.0,82,108,0,BAUM,5687854.72390854,315341.753924931,108.743214583823,Ace_pse,8.6,3,9.10000038146973,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,0 = kein Schaden,0 = kein Schaden,3 = stark,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,14.03460885869805,1
P82.B109.0,82,109,0,BAUM,5687855.93120613,315339.946523307,108.742905593763,Ace_pse,6.2,2.20000004768372,8.30000019073486,5 = ganz unterstaendig,2 = nein,3 = kuemmernd,0 = kein Schaden,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.65720654010456,1
P82.B110.0,82,110,0,BAUM,5687855.65759273,315337.850354077,108.699692455618,Ace_pse,10.1,1.79999995231628,8.80000019073486,5 = ganz unterstaendig,2 = nein,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,14.962331730135498,1
P82.B111.0,82,111,0,BAUM,5687852.32083308,315332.732331537,108.679676776457,Ulm_spe,19.6,1.60000002384186,4.90000009536743,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,16.398453032214817,2
P82.B112.0,82,112,0,BAUM,5687847.04533471,315343.755132081,108.829169215539,Car_bet,16.5,4.09999990463257,12.6999998092651,4 = beherrscht/unterdrueckt,3 = teilweise,3 = kuemmernd,1 = leicht,2 = mittel,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,26.766081981942552,1
P82.B113.0,82,113,0,BAUM,5687849.10021338,315342.272680857,108.7981655761,Car_bet,36.2,7.09999990463257,26.2999992370605,3 = mitherrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,63.40997484707816,1
P82.B114.0,82,114,0,BAUM,5687843.3807543,315340.297471753,108.86772252955,Car_bet,47.8,6.69999980926514,29.7999992370605,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,88.15287575459104,1
P82.B115.0,82,115,0,BAUM,5687838.97552308,315332.411464058,108.668226517639,Ulm_spe,5.3,1.5,6,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.8323517292858025,1
P82.B116.0,82,116,0,BAUM,5687838.30542435,315330.141364933,108.804645205785,Ulm_spe,10.4,2.20000004768372,9,4 = beherrscht/unterdrueckt,3 = teilweise,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.26045657611669,1
P82.B117.0,82,117,0,BAUM,5687840.89395485,315327.38391917,108.744293093954,Car_bet,32.5,5.19999980926514,20.2000007629395,4 = beherrscht/unterdrueckt,3 = teilweise,2 = normal,2 = mittel,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,55.83778167821147,1
P82.B118.0,82,118,0,BAUM,5687833.27684987,315325.05716803,108.827303311059,Ace_pla,28.3,7.69999980926514,20.2999992370605,4 = beherrscht/unterdrueckt,3 = teilweise,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,31.288271188952354,1
P82.B119.0,82,119,0,BAUM,5687835.27635523,315329.570091121,108.739123181427,Ace_pse,7.2,2.20000004768372,8.10000038146973,5 = ganz unterstaendig,3 = teilweise,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,13.215612697834,1
P82.B120.0,82,120,0,BAUM,5687834.41224036,315321.942014209,108.722909801002,Ulm_spe,7.8,1.60000002384186,5.09999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,stammschaden durch ths,NA,NA,8.94902818303147,2
P82.B121.0,82,121,0,BAUM,5687833.89526743,315321.686098945,108.717582135908,Ulm_spe,8.3,1.5,5.40000009536743,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,stammschaden durch ths,NA,NA,9.18883581961364,2
P82.B122.0,82,122,0,BAUM,5687834.20087251,315320.620519098,108.708972026223,Ulm_spe,9.8,1.5,5.90000009536743,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,9.943360557068022,2
P82.B123.0,82,123,0,BAUM,5687831.7885547,315312.919409581,108.701569948717,Car_bet,27.5,3.70000004768372,10.5,5 = ganz unterstaendig,3 = teilweise,3 = kuemmernd,3 = stark,3 = stark,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,3 = starker Befall auch mit Spechtspuren,0 = kein Schaden,NA,NA,NA,schaden oder ths,NA,NA,46.03990544843964,1
P82.B1.0,82,1,0,BAUM,5687831.30280564,315381.031332798,108.747278414814,Til_cor,6.1,2.79999995231628,9.10000038146973,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.175218009209125,2
P83.B1.0,83,1,0,BAUM,5687796.65986459,315323.933655488,108.801525305602,Que_rob,31.5,22.3999996185303,29.1000003814697,3 = mitherrschend,3 = teilweise,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,28.113366593477025,1
P83.B2.0,83,2,0,BAUM,5687796.90395429,315321.009676278,108.732921673474,Que_rob,24.7,19.6000003814697,30.5,3 = mitherrschend,3 = teilweise,3 = kuemmernd,1 = leicht,2 = mittel,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,22.81943578904086,1
P83.B3.0,83,3,0,BAUM,5687800.36837288,315318.936757217,108.683214924443,Que_rob,21.8,22.7999992370605,27.2999992370605,3 = mitherrschend,3 = teilweise,3 = kuemmernd,2 = mittel,1 = leicht,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,21.04709194732441,1
P83.B4.0,83,4,0,BAUM,5687801.89695118,315317.146902639,108.74831049548,Ace_pse,5.6,2.29999995231628,7.69999980926514,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,2 = mittel,NA,NA,NA,12.33246011890878,2
P83.B5.0,83,5,0,BAUM,5687803.73163419,315316.770197548,108.786641445499,Que_rob,37.3,18,31.2000007629395,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,34.18382955515864,1
P83.B64.0,83,64,0,BAUM,5687803.5112156,315314.479619326,108.787868666915,Til_cor,5.5,1.5,6.5,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.916833449569739,2
P83.B6.0,83,6,0,BAUM,5687798.63802428,315314.116936214,108.894853041727,Que_rob,55.9,16.2999992370605,32.5999984741211,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,67.00658753716998,1
P83.B7.0,83,7,0,BAUM,5687796.32127635,315312.142671127,108.845186979969,Ace_pla,8.3,2.5,9.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,13.85537096267436,2
P83.B8.0,83,8,0,BAUM,5687794.87756719,315311.870868595,108.852341616427,Que_rob,53.2,11.8000001907349,34.5,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,60.791495688947776,1
P83.B9.0,83,9,0,BAUM,5687792.89860536,315315.95770307,108.727211565093,Til_cor,44.9,10,29.3999996185303,2 = herrschend,2 = nein,2 = normal,2 = mittel,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,51.31979251667054,1
P83.B10.0,83,10,0,BAUM,5687787.57104561,315310.248582203,108.818979456718,Car_bet,40.8,9.80000019073486,24.2999992370605,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,73.10251304598202,2
P83.B11.0,83,11,0,BAUM,5687787.08848632,315306.572990721,108.810947555659,Car_bet,41.4,9.80000019073486,28,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,74.38320574584878,1
P83.B12.0,83,12,0,BAUM,5687787.28882333,315303.818709991,108.752325408842,Car_bet,32,13.3999996185303,25.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,54.83374461454418,1
P83.B13.0,83,13,0,BAUM,5687794.77370164,315310.272269213,108.759971085619,Ace_pse,12,7.5,12.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,2 = mittel,NA,NA,NA,16.215815301147757,2
P83.B14.0,83,14,0,BAUM,5687785.79960178,315301.437355284,108.801198126846,Car_bet,43.2,9.89999961853027,28,2 = herrschend,2 = nein,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,78.24076874253953,1
P83.B15.0,83,15,0,BAUM,5687784.46326499,315299.461131666,108.711460056398,Car_bet,26.4,10,26.5,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,2 = mittel,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,43.96287407134232,1
P83.B16.0,83,16,0,BAUM,5687784.82322771,315298.154871157,108.701255984065,Car_bet,11.5,3.20000004768372,12.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,3 = kuemmernd,1 = leicht,2 = mittel,1 = leicht,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,19.19675635859897,2
P83.B17.0,83,17,0,BAUM,5687785.50232458,315295.162491333,108.763486673132,Car_bet,24.3,12.1000003814697,22.7000007629395,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,40.084325782990106,2
P83.B18.0,83,18,0,BAUM,5687780.95370915,315298.038331495,108.807871896908,Car_bet,33.3,10.8999996185303,25.2000007629395,3 = mitherrschend,3 = teilweise,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,57.45436350596622,2
P83.B19.0,83,19,0,BAUM,5687773.36991238,315295.313008254,108.933409730811,Aln_glu,30.5,21.2999992370605,25.2000007629395,2 = herrschend,2 = nein,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,27.652571384459854,2
P83.B20.0,83,20,0,BAUM,5687774.58860632,315293.258509917,108.752586547882,Ulm_spe,6.8,2.09999990463257,8.19999980926514,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.486236654578152,2
P83.B21.0,83,21,0,BAUM,5687786.30518969,315292.467216899,108.882160873464,Car_bet,61.2,12.6000003814697,27.1000003814697,2 = herrschend,2 = nein,3 = kuemmernd,2 = mittel,1 = leicht,0 = kein Schaden,3 = stark,0 = kein Schaden,1 = leicht,0 = kein Schaden,2 = deutlicher Befall,0 = kein Schaden,NA,NA,NA,NA,NA,NA,116.27757979592874,1
P83.B22.0,83,22,0,BAUM,5687781.84424641,315291.305268756,108.870658303509,Til_pla,9.9,2.40000009536743,9.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.995589835932755,2
P83.B24.0,83,24,0,BAUM,5687774.1070625,315290.493841363,108.767128531335,Ulm_spe,24,8.19999980926514,21,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,20.344175627099776,2
P83.B25.0,83,25,0,BAUM,5687772.5011581,315290.951382956,108.743701276648,Ulm_spe,6.1,3.20000004768372,9.39999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.175218009209125,2
P83.B26.0,83,26,0,BAUM,5687771.82692687,315290.915450526,108.720843844593,Ulm_spe,5,2.5,8.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.707148206789541,2
P83.B27.0,83,27,0,BAUM,5687771.28388421,315290.833175165,108.707079857827,Ulm_spe,7.8,4.30000019073486,11.1999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.94902818303147,2
P83.B28.0,83,28,0,BAUM,5687770.50461239,315290.479616519,108.672094341753,Ulm_spe,7.9,4.59999990463257,11.8000001907349,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.99653406701927,2
P83.B29.0,83,29,0,BAUM,5687767.57799696,315291.290578807,108.79219917126,Ulm_min,7.4,2.79999995231628,10.6000003814697,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.761254055852563,2
P83.B30.0,83,30,0,BAUM,5687767.229692,315289.291801829,108.826938800604,Que_rob,37.6,12.3999996185303,30.6000003814697,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,34.54327562428311,1
P83.B31.0,83,31,0,BAUM,5687765.63947034,315287.525109117,108.746670438739,Ulm_spe,5.3,4,9.60000038146973,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.8323517292858025,2
P83.B32.0,83,32,0,BAUM,5687767.02356767,315285.653180774,108.900522876656,Que_rob,35.5,16.7999992370605,31.2999992370605,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,32.12531033969264,1
P83.B33.0,83,33,0,BAUM,5687768.33859476,315286.152270598,108.889862209042,Que_rob,40.6,14.8000001907349,31,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,38.40892466039742,1
P83.B34.0,83,34,0,BAUM,5687770.76872356,315282.826351804,108.770885948013,Til_cor,5,1.79999995231628,7.09999990463257,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.707148206789541,2
